customer_id,application_date,age,gender,marital_status,education,num_dependents,city_tier,employment_type,annual_income,account_tenure_years,num_credit_cards,credit_score,has_defaulted_before,existing_loans_count,loan_purpose,loan_amount,loan_tenure_months,interest_rate,monthly_expenses,collateral_value,loan_default
CUST104779,2025-01-13,21,Male,Single,Graduate,3,Tier 3,Unemployed,61314.0,1.5,3.0,615.0,0,1,Home,99700.0,24,8.2,2086.0,147260.0,0
CUST101685,2024-02-10,51,Male,Single,High School,0,Tier 1,Salaried,196296.0,3.1,2.0,587.0,0,3,Personal,82000.0,36,10.57,7117.0,,0
CUST104352,2025-10-27,35,Male,Married,Post Graduate,1,Tier 2,Business Owner,551888.0,12.3,1.0,678.0,0,1,Auto,230000.0,24,13.51,17576.0,234660.0,0
CUST101797,2024-01-27,29,Male,Married,Post Graduate,1,Tier 1,Self-Employed,461054.0,3.8,3.0,542.0,0,1,Auto,172800.0,24,6.5,24091.0,232291.0,1
CUST107376,2024-11-17,43,Male,Single,High School,2,Tier 3,Self-Employed,463597.0,3.8,0.0,652.0,0,1,Home,267100.0,60,11.69,24252.0,294706.0,0
CUST100288,2025-03-26,41,Female,Single,Post Graduate,3,Tier 1,Self-Employed,527782.0,5.8,1.0,717.0,0,4,Personal,93900.0,120,13.82,16966.0,,0
CUST105194,2025-03-12,21,Male,Married,Graduate,1,Tier 2,Self-Employed,424229.0,5.9,3.0,629.0,1,2,Personal,112200.0,240,12.85,14016.0,,0
CUST104964,2025-03-27,31,Male,Widowed,Post Graduate,0,Tier 3,Salaried,210960.0,6.1,2.0,553.0,0,3,Personal,426700.0,120,10.33,9170.0,,0
CUST104120,2025-02-25,31,Female,Single,Graduate,2,Tier 3,Salaried,266769.0,14.3,0.0,646.0,0,1,Auto,107600.0,24,12.84,7063.0,136119.0,0
CUST103727,2025-08-06,50,Male,Single,Post Graduate,1,Tier 2,Self-Employed,311117.0,2.3,1.0,574.0,0,2,Business,151100.0,36,15.15,12018.0,,0
CUST102981,2024-08-08,52,Male,Married,Graduate,4,Tier 3,Salaried,823632.0,2.8,3.0,900.0,0,4,Auto,163800.0,48,11.7,33563.0,229191.0,0
CUST108673,2025-03-05,51,Female,Single,Graduate,5,Tier 1,Salaried,647959.0,2.3,7.0,698.0,0,2,Auto,254600.0,84,8.77,25168.0,396252.0,0
CUST100040,2024-07-31,46,Male,Single,High School,1,Tier 3,Salaried,264867.0,8.4,1.0,769.0,0,0,Personal,192500.0,36,13.43,8261.0,,0
CUST109486,2025-12-07,36,Other,Married,Post Graduate,2,Tier 3,Self-Employed,706881.0,1.6,3.0,709.0,0,1,Auto,149300.0,120,17.3,28659.0,178431.0,0
CUST105974,2025-09-06,43,Male,Married,Graduate,0,Tier 2,Salaried,578491.0,2.2,1.0,749.0,0,2,Auto,272500.0,60,14.79,25694.0,372897.0,0
CUST103980,2024-02-20,53,Male,Single,Graduate,1,Tier 3,Salaried,805368.0,2.1,0.0,699.0,0,2,Personal,114900.0,60,12.72,26146.0,,0
CUST105155,2025-07-31,38,Male,Divorced,Graduate,2,Tier 3,Salaried,508678.0,0.2,1.0,709.0,0,0,Auto,127000.0,36,8.06,18410.0,198159.0,0
CUST105812,2024-10-22,40,Male,Single,High School,0,Tier 1,Self-Employed,413494.0,1.3,0.0,619.0,0,2,Auto,69600.0,48,14.71,21192.0,91344.0,0
CUST104950,2025-05-15,41,Female,Single,Graduate,2,Tier 3,Salaried,950940.0,3.1,3.0,734.0,0,0,Business,60300.0,84,11.48,34119.0,,0
CUST107864,2024-08-30,33,Male,Single,High School,1,Tier 3,Salaried,250012.0,3.4,2.0,894.0,0,1,Home,84600.0,12,13.77,5710.0,100372.0,0
CUST102733,2025-07-28,28,Male,Married,Post Graduate,1,Tier 2,Salaried,670595.0,0.6,5.0,527.0,0,2,Auto,283900.0,36,7.92,31647.0,293985.0,1
CUST108115,2024-10-04,36,Female,Single,Graduate,1,Tier 3,Unemployed,58750.0,2.5,2.0,519.0,0,1,Education,105600.0,48,9.76,2788.0,,1
CUST107749,2024-11-13,53,Female,Married,High School,0,Tier 3,Salaried,543573.0,5.3,1.0,796.0,0,0,Personal,201300.0,60,10.23,11432.0,,1
CUST107011,2025-09-28,38,Female,Married,Post Graduate,1,Tier 3,Business Owner,1173304.9795619226,10.8,2.0,600.0,0,0,Personal,168200.0,36,16.52,51914.0,,0
CUST109294,2024-03-19,59,Male,Married,Graduate,1,Tier 1,Salaried,1103705.0,0.1,1.0,729.0,0,2,Personal,303700.0,180,9.16,31028.0,,0
CUST108664,2024-03-22,34,Male,Married,Graduate,0,Tier 3,Self-Employed,609863.0,10.5,2.0,689.0,0,1,Personal,69000.0,48,13.08,18268.0,,0
CUST109205,2025-09-14,21,Male,Single,Post Graduate,1,Tier 1,Salaried,683155.0,19.1,3.0,648.0,0,0,Business,142200.0,84,9.21,22987.0,,0
CUST105929,2025-03-21,42,Male,Married,Graduate,0,Tier 1,Salaried,843168.0,8.8,,749.0,0,0,Business,62300.0,60,8.38,41715.0,,1
CUST102168,2025-10-21,35,Male,Married,Graduate,4,Tier 3,Salaried,553370.0,3.5,2.0,780.0,0,0,Home,168500.0,120,10.66,21643.0,188713.0,0
CUST108807,2024-03-27,38,Male,Single,Graduate,1,Tier 3,Self-Employed,1400987.0,12.4,6.0,851.0,0,4,Personal,228700.0,60,6.5,71434.0,,0
CUST107824,2024-03-24,49,Male,Married,High School,1,Tier 1,Salaried,786852.0,2.6,0.0,486.0,0,0,Auto,97100.0,48,11.69,38485.0,134176.0,0
CUST101070,2024-09-23,37,Male,Married,High School,0,Tier 1,Salaried,876631.0,6.2,3.0,714.0,0,2,Home,58000.0,84,12.28,33749.0,60603.0,0
CUST107296,2024-12-19,29,Male,Married,Post Graduate,2,Tier 2,Self-Employed,423165.0,2.5,4.0,531.0,0,0,Education,183000.0,36,17.95,10477.0,,0
CUST100428,2025-02-19,50,Male,Married,Graduate,0,Tier 1,Self-Employed,1162126.0,5.2,1.0,551.0,0,2,Personal,230600.0,24,9.87,59596.0,,0
CUST106512,2024-01-02,30,Female,Single,Graduate,0,Tier 2,Self-Employed,454039.0,10.0,3.0,779.0,0,0,Personal,183100.0,84,9.61,23877.0,,0
CUST107374,2024-11-23,43,Female,Married,Graduate,1,Tier 1,Salaried,549538.0,0.2,4.0,599.0,0,3,Auto,176900.0,120,13.93,22983.0,225266.0,0
CUST102987,2025-09-08,39,Male,Divorced,Post Graduate,0,Tier 1,Salaried,350884.0,1.5,2.0,684.0,0,0,Personal,49900.0,12,9.76,14791.0,,0
CUST103476,2025-11-21,49,Male,Single,Graduate,0,Tier 3,Business Owner,780769.0,4.8,4.0,736.0,0,0,Business,232800.0,36,8.04,35572.0,,0
CUST102680,2024-11-06,45,Male,Single,High School,0,Tier 1,Salaried,538171.0,27.5,1.0,732.0,0,0,Education,34000.0,12,11.04,13055.0,,0
CUST104544,2024-07-27,42,Female,Married,High School,1,Tier 2,Salaried,593119.0,4.3,1.0,679.0,0,0,Personal,249900.0,48,11.19,17818.0,,0
CUST101608,2025-10-23,42,Male,Married,Graduate,1,Tier 1,Salaried,565269.0,0.1,0.0,604.0,0,0,Personal,61900.0,48,12.84,28136.0,,0
CUST106084,2025-05-07,37,Male,Widowed,Post Graduate,1,Tier 3,Business Owner,1513695.0,13.5,3.0,720.0,0,0,Personal,185600.0,24,12.58,43280.0,,0
CUST104784,2025-09-23,68,Male,Married,Post Graduate,0,Tier 2,Salaried,534417.0,2.6,2.0,703.0,0,0,Home,225000.0,24,10.32,13440.0,355875.0,0
CUST104339,2025-11-26,35,Male,Married,Graduate,0,Tier 1,Salaried,1251333.0,0.8,1.0,651.0,0,0,Personal,85400.0,60,7.85,34540.0,,0
CUST105577,2024-06-27,40,Female,Widowed,Post Graduate,1,Tier 2,Salaried,356389.0,1.8,2.0,631.0,0,2,Business,190900.0,24,13.15,11769.0,,0
CUST101732,2024-12-04,38,Male,Married,High School,1,Tier 3,Self-Employed,447243.0,0.7,2.0,652.0,0,3,Personal,123100.0,36,11.29,13953.0,,0
CUST105799,2025-03-07,31,Male,Widowed,Graduate,4,Tier 3,Self-Employed,1144912.0,5.3,4.0,523.0,0,2,Business,86800.0,36,12.65,58789.0,,0
CUST107696,2025-12-30,49,Male,Married,Post Graduate,2,Tier 1,Salaried,549563.0,6.7,1.0,789.0,0,0,Gold,128600.0,60,15.53,18695.0,185493.0,0
CUST104560,2024-02-11,26,Male,Married,Graduate,1,Tier 1,Unemployed,102264.0,1.6,0.0,732.0,0,1,Business,83000.0,60,8.0,4397.0,,0
CUST106129,2024-10-04,22,Female,Widowed,Post Graduate,0,Tier 3,Salaried,727724.0,8.3,5.0,719.0,0,0,Personal,109300.0,60,11.88,15435.0,,1
CUST100695,2025-07-12,35,Male,Widowed,Post Graduate,1,Tier 3,Salaried,547615.0,2.0,3.0,718.0,0,0,Personal,223300.0,36,9.01,26940.0,,0
CUST109116,2025-08-28,56,Female,Married,Graduate,1,Tier 2,Salaried,828921.0,5.1,2.0,497.0,1,1,Auto,574500.0,60,7.35,21833.0,694667.0,1
CUST101545,2025-06-16,43,Female,Single,Post Graduate,0,Tier 2,Self-Employed,447280.0,0.2,1.0,561.0,0,1,Auto,92000.0,24,10.5,15169.0,111664.0,0
CUST100575,2024-12-12,21,Female,Widowed,High School,2,Tier 2,Self-Employed,592487.0,1.4,2.0,723.0,0,3,Personal,54600.0,36,18.43,19916.0,,0
CUST104190,2025-12-12,42,Female,Single,Graduate,1,Tier 2,Self-Employed,394639.0,0.9,0.0,707.0,0,2,Education,439400.0,12,21.76,21353.0,,1
CUST103474,2025-07-30,30,Female,Married,Graduate,1,Tier 3,Salaried,518599.0,4.4,3.0,641.0,0,2,Personal,92800.0,36,14.9,,,0
CUST103108,2024-08-13,43,Female,Married,Post Graduate,1,Tier 2,Business Owner,253225.0,1.4,2.0,721.0,0,2,Home,219900.0,36,6.5,9589.0,290209.0,0
CUST104793,2024-10-20,41,Male,Single,Graduate,2,Tier 1,Business Owner,1348445.0,2.6,0.0,695.0,0,1,Personal,304200.0,120,8.93,48247.0,,0
CUST105340,2025-04-02,26,Male,Single,Post Graduate,1,Tier 1,Salaried,347380.0,3.2,2.0,827.0,0,0,Personal,94100.0,24,14.4,17663.0,,0
CUST109952,2025-10-29,28,Male,Single,Post Graduate,3,Tier 1,Salaried,707251.0,15.3,0.0,814.0,0,1,Personal,265100.0,60,11.45,25810.0,,0
CUST101073,2024-04-02,24,Male,Single,Doctorate,1,Tier 2,Salaried,331326.0,3.3,0.0,599.0,0,1,Gold,67400.0,240,10.96,15564.0,67580.0,0
CUST101260,2024-08-07,44,Female,Single,Post Graduate,1,Tier 3,Self-Employed,410548.0,7.6,1.0,823.0,0,0,Auto,80400.0,48,10.16,14150.0,98736.0,0
CUST100616,2024-11-23,39,Male,Divorced,High School,0,Tier 2,Salaried,1062041.0,0.9,4.0,614.0,0,1,Home,53600.0,48,11.12,53024.0,78273.0,1
CUST105926,2025-10-03,45,Female,Married,High School,0,Tier 1,Salaried,606881.0,1.6,2.0,796.0,0,2,Auto,142900.0,240,9.1,20278.0,170002.0,0
CUST102443,2025-06-15,46,Female,Married,High School,2,Tier 3,Self-Employed,660936.0,3.8,3.0,811.0,1,0,Home,133100.0,240,11.46,21869.0,142022.0,0
CUST105126,2024-09-05,35,Female,Married,Post Graduate,0,Tier 2,Salaried,883433.0,3.6,2.0,696.0,0,2,Home,155200.0,12,14.04,32077.0,205032.0,0
CUST101177,2025-01-15,37,Male,Single,Graduate,1,Tier 1,Unemployed,54548.0,0.4,3.0,809.0,0,0,Business,81300.0,120,11.55,2895.0,,0
CUST109310,2025-01-23,59,Female,Married,Graduate,1,Tier 3,Unemployed,619357.5291903858,0.2,4.0,635.0,0,1,Home,100600.0,48,12.76,13918.0,121522.0,1
CUST100859,2024-02-21,45,Male,Married,Post Graduate,1,Tier 2,Salaried,551051.0,6.5,1.0,606.0,0,4,Auto,25800.0,12,6.5,28692.0,31130.0,0
CUST109318,2024-03-08,33,Female,Widowed,High School,1,Tier 2,Salaried,757591.0,6.2,1.0,883.0,0,2,Home,283500.0,60,16.31,27911.0,389728.0,1
CUST107745,2025-01-14,29,Male,Divorced,Post Graduate,0,Tier 2,Salaried,672647.0,1.2,2.0,508.0,1,0,Home,249700.0,24,16.29,33767.0,342394.0,1
CUST104935,2024-01-21,44,Male,Married,Doctorate,2,Tier 3,Business Owner,310383.0,0.6,2.0,620.0,0,2,Personal,121300.0,120,10.5,16417.0,,1
CUST109532,2024-01-30,21,Male,Divorced,Post Graduate,0,Tier 1,Salaried,380877.0,2.6,2.0,641.0,0,0,Business,115000.0,24,7.88,9980.0,,0
CUST101338,2025-01-01,34,Male,Married,Post Graduate,5,Tier 3,Self-Employed,377365.0,,3.0,579.0,0,2,Auto,124500.0,36,13.28,12128.0,149626.0,0
CUST103227,2025-10-03,52,Male,Divorced,High School,1,Tier 1,Salaried,1117406.0,3.5,2.0,583.0,1,1,Gold,90100.0,48,12.54,53623.0,105911.0,0
CUST104941,2025-11-10,36,Male,Married,Post Graduate,1,Tier 2,Salaried,399753.0,2.6,1.0,592.0,0,0,Gold,71800.0,120,6.5,,84857.0,0
CUST108283,2024-10-07,21,Other,Married,Doctorate,0,Tier 2,Self-Employed,1016069.0,,1.0,641.0,0,1,Home,73100.0,60,11.82,23427.0,81295.0,0
CUST100964,2025-05-15,37,Male,Married,Post Graduate,1,Tier 3,Self-Employed,878952.0,0.8,2.0,437.0,1,0,Home,84500.0,60,10.89,24048.0,119957.0,1
CUST106089,2024-04-21,38,Male,Married,Graduate,3,Tier 2,Salaried,450942.0,5.4,,687.0,0,2,Home,485600.0,36,6.5,17375.0,713734.0,0
CUST106686,2025-01-09,32,Female,Married,Graduate,1,Tier 3,Salaried,983901.0,2.0,1.0,653.0,0,2,Home,175900.0,24,13.54,38351.0,265889.0,0
CUST101935,2025-12-09,21,Male,Divorced,,2,Tier 3,Salaried,546439.0,4.6,0.0,552.0,1,0,Home,190500.0,84,13.13,23134.0,293451.0,1
CUST102672,2024-10-13,41,Female,Married,High School,0,Tier 3,Salaried,206090.0,4.2,2.0,458.0,1,4,Education,97700.0,48,6.5,8923.0,,0
CUST103632,2024-01-10,35,Male,Married,High School,0,Tier 2,Salaried,664788.0,8.5,0.0,650.0,0,0,Personal,291800.0,48,8.03,23088.0,,0
CUST109744,2024-09-06,44,Female,Married,High School,3,Tier 2,Self-Employed,1035305.0,2.1,2.0,695.0,0,1,Home,44000.0,36,18.09,48911.0,47031.0,0
CUST102807,2024-10-12,29,Male,Married,Graduate,0,Tier 1,Salaried,606805.0,1.0,2.0,647.0,0,3,Personal,133000.0,240,8.57,21003.0,,0
CUST101091,2024-05-16,38,Male,Single,Post Graduate,3,Tier 1,Salaried,1926656.0,2.0,1.0,629.0,0,2,Personal,333700.0,180,15.66,54603.0,,0
CUST100209,2024-07-29,70,Female,Married,High School,3,Tier 2,Salaried,319671.0,7.2,1.0,643.0,0,0,Home,241900.0,48,9.95,13350.0,335070.0,0
CUST101936,2025-07-16,41,Female,Divorced,High School,2,Tier 2,Salaried,965819.0,0.1,2.0,663.0,0,5,Home,83700.0,180,16.87,51529.0,128278.0,0
CUST105539,2025-08-20,48,Female,Single,Graduate,0,Tier 1,Business Owner,400165.0,0.9,3.0,777.0,1,0,Auto,127000.0,24,12.31,10435.0,201363.0,0
CUST101424,2024-12-18,27,Male,Single,Doctorate,1,Tier 2,Self-Employed,1093153.0,7.1,1.0,836.0,0,1,Education,70600.0,12,9.52,49821.0,,0
CUST103253,2024-04-14,50,Female,Divorced,High School,1,Tier 2,Salaried,1336187.0,2.5,,677.0,0,0,Home,522900.0,48,9.88,28765.0,677406.0,0
CUST101288,2025-05-29,26,Male,Married,High School,4,Tier 1,Salaried,1110217.0,5.1,0.0,709.0,0,1,Personal,119300.0,12,8.18,37579.0,,0
CUST102359,2025-01-23,42,Female,Divorced,Graduate,0,Tier 3,Self-Employed,395573.0,11.2,0.0,735.0,0,2,Personal,144200.0,60,11.26,19380.0,,0
CUST105290,2024-11-09,55,Male,Married,Graduate,2,Tier 1,Salaried,156799.0,2.3,1.0,678.0,0,1,Home,293200.0,36,14.31,6774.0,307022.0,1
CUST103628,2024-08-10,21,Male,Married,Graduate,2,Tier 1,Self-Employed,633538.0,3.6,0.0,585.0,0,1,Business,51700.0,24,16.49,,,0
CUST102247,2024-01-14,23,Male,Married,Graduate,0,Tier 2,Business Owner,535557.0,0.1,1.0,650.0,0,1,Business,138900.0,12,14.33,11178.0,,0
CUST102227,2024-02-18,31,Male,Married,High School,1,Tier 3,Salaried,390333.0,4.6,1.0,807.0,0,1,Personal,78500.0,180,11.03,8992.0,,0
CUST101646,2025-02-01,36,Female,Married,Graduate,2,Tier 3,Salaried,337565.0,0.5,2.0,670.0,0,2,Home,55000.0,120,14.06,15393.0,78644.0,0
CUST109196,2024-10-11,55,Male,Single,Post Graduate,1,Tier 1,Salaried,378953.0,1.8,1.0,785.0,0,1,Auto,81300.0,84,13.36,15452.0,93844.0,0
CUST107488,2024-09-26,41,Male,Married,Post Graduate,0,Tier 3,Salaried,722411.0,0.2,2.0,611.0,0,0,Business,160900.0,48,12.89,38096.0,,0
CUST109480,2024-01-08,44,Female,Single,High School,0,Tier 2,Salaried,351630.0,2.8,3.0,714.0,0,0,Home,187800.0,180,12.48,14228.0,243757.0,0
CUST104405,2024-10-20,47,Male,Married,Post Graduate,0,Tier 2,Business Owner,515281.0,0.7,5.0,577.0,0,1,Gold,228300.0,36,16.63,25475.0,279222.0,0
CUST100437,2024-08-23,23,Female,Married,Graduate,2,Tier 2,Unemployed,87767.0,4.6,,653.0,0,2,Education,160600.0,36,13.73,4634.0,,1
CUST100215,2024-11-21,46,Male,Divorced,High School,2,Tier 2,Salaried,774107.0,6.6,3.0,627.0,0,0,Personal,243600.0,24,9.66,24571.0,,0
CUST105975,2024-07-05,31,Male,Married,Graduate,2,Tier 1,Self-Employed,459822.0,1.0,0.0,785.0,0,2,Home,156800.0,36,12.44,24256.0,228522.0,0
CUST103393,2024-02-25,37,Male,Married,Graduate,1,Tier 3,Salaried,496936.0,1.3,1.0,767.0,0,1,Gold,108900.0,36,6.65,26744.0,124343.0,0
CUST101206,2024-09-22,30,Male,Married,Graduate,1,Tier 3,Salaried,317168.0,10.6,2.0,754.0,0,1,Gold,158900.0,48,14.01,13993.0,239365.0,0
CUST103627,2025-10-19,46,Male,Married,Post Graduate,1,Tier 1,Self-Employed,638219.0,7.4,2.0,574.0,0,0,Education,215600.0,12,10.39,17642.0,,0
CUST103854,2025-10-15,34,Female,Married,Post Graduate,2,Tier 2,Self-Employed,1797049.0,0.3,2.0,637.0,1,1,Education,30200.0,60,7.88,89975.0,,1
CUST107120,2025-02-06,33,Female,Married,High School,1,Tier 1,Salaried,388771.0,3.0,1.0,350.0,1,2,Education,60200.0,36,6.5,13696.0,,1
CUST107584,2025-06-30,45,Female,Married,Graduate,2,Tier 1,Self-Employed,347828.0,0.6,3.0,629.0,0,2,Business,64200.0,12,14.33,16423.0,,0
CUST103989,2024-02-19,29,Male,Married,Graduate,1,Tier 1,Salaried,661992.0,0.8,4.0,692.0,0,1,Personal,83900.0,12,7.94,20102.0,,0
CUST102583,2024-03-09,51,Male,Widowed,High School,1,Tier 2,Salaried,252302.0,19.7,1.0,629.0,0,1,Home,142000.0,60,11.36,6401.0,196777.0,0
CUST107007,2024-01-16,53,Male,Single,Graduate,3,Tier 1,Salaried,719448.0,,0.0,628.0,0,4,Business,124300.0,48,10.46,38117.0,,1
CUST100079,2024-03-12,21,Female,Single,Post Graduate,2,Tier 2,Salaried,315164.0,9.3,4.0,701.0,1,2,Education,157200.0,36,6.5,11607.0,,1
CUST109233,2024-11-15,37,Male,Single,Graduate,0,Tier 3,Business Owner,1503831.0,0.8,3.0,658.0,0,0,Home,412800.0,36,6.57,55583.0,506932.0,0
CUST106284,2025-02-03,31,Female,Married,Post Graduate,0,Tier 2,Salaried,2320951.0,7.9,1.0,607.0,0,4,Auto,60900.0,60,13.53,78424.0,66939.0,0
CUST104991,2024-11-02,46,Female,Married,High School,0,Tier 2,Self-Employed,461996.0,0.2,1.0,807.0,1,0,Auto,57500.0,24,9.16,14270.0,67688.0,1
CUST108913,2024-06-25,41,Female,Married,Graduate,0,Tier 2,Unemployed,76361.0,2.5,4.0,530.0,0,2,Personal,174500.0,84,9.7,2950.0,,1
CUST101510,2024-03-15,25,Male,Divorced,High School,1,Tier 1,Salaried,799105.0,1.5,2.0,861.0,0,1,Auto,103000.0,24,12.9,18583.0,138692.0,0
CUST107093,2024-01-01,51,Female,Married,Graduate,2,Tier 3,Salaried,248427.0,6.9,4.0,696.0,0,1,Home,264000.0,24,11.97,9013.0,389399.0,0
CUST106359,2024-02-15,22,Female,Married,Graduate,0,Tier 2,Self-Employed,619032.0,3.4,3.0,625.0,1,3,Home,75300.0,24,16.3,15270.0,85975.0,0
CUST107730,2025-10-14,55,Female,Married,High School,2,Tier 2,Self-Employed,237262.0,1.5,1.0,584.0,0,2,Business,283000.0,84,11.02,10917.0,,0
CUST108051,2025-08-12,25,Male,Married,Graduate,2,Tier 2,Salaried,727400.0,2.1,0.0,624.0,0,1,Home,99700.0,12,8.41,30049.0,137094.0,0
CUST103818,2024-10-12,34,Female,Widowed,Graduate,2,Tier 2,Unemployed,47247.0,0.2,5.0,719.0,0,0,Education,287400.0,24,8.58,1454.0,,1
CUST109903,2024-07-16,38,Other,Divorced,Graduate,0,Tier 2,Salaried,805052.0,11.5,1.0,680.0,0,1,Business,75300.0,120,20.94,42128.0,,0
CUST100509,2025-09-05,29,Male,Single,High School,3,Tier 3,Self-Employed,885208.0,1.5,3.0,443.0,1,1,Gold,940900.0,36,6.5,21660.0,1185136.0,1
CUST104881,2024-05-26,53,Male,Married,Post Graduate,1,Tier 1,Salaried,297583.0,3.8,0.0,813.0,0,1,Personal,312800.0,12,9.71,,,0
CUST106257,2024-10-03,23,Male,Married,Post Graduate,1,Tier 2,Salaried,841879.0,4.6,2.0,518.0,0,1,Personal,45000.0,24,7.26,25049.0,,0
CUST101217,2025-07-12,41,Female,Divorced,Graduate,3,Tier 1,Self-Employed,646935.0,2.4,2.0,842.0,0,1,Personal,90600.0,60,9.6,18830.0,,0
CUST103571,2024-04-08,52,Female,Divorced,Graduate,0,Tier 1,Self-Employed,1186143.0,3.6,1.0,788.0,0,0,Personal,71500.0,12,7.08,54630.0,,0
CUST109143,2024-09-03,34,Male,Married,,0,Tier 3,Business Owner,,0.3,2.0,567.0,0,1,Business,97900.0,60,15.3,10997.0,,0
CUST102984,2025-11-07,21,Female,Single,Graduate,1,Tier 2,Salaried,585360.0,3.1,3.0,730.0,0,1,Gold,337800.0,48,18.09,31698.0,373261.0,0
CUST109249,2024-07-19,21,Female,Married,Graduate,0,Tier 2,Self-Employed,633985.0,1.6,1.0,672.0,0,1,Home,189400.0,60,13.31,22266.0,275447.0,1
CUST108524,2025-06-06,21,Male,Married,Graduate,1,Tier 1,Self-Employed,900383.0,1.8,0.0,527.0,0,2,Auto,201600.0,60,16.18,26153.0,274278.0,0
CUST100146,2025-07-22,24,Male,Married,Post Graduate,1,Tier 1,Salaried,694495.0,1.0,3.0,691.0,0,3,Home,20000.0,60,12.06,36491.0,22106.0,0
CUST100778,2025-11-15,37,Male,Married,High School,0,Tier 3,Salaried,667667.0,1.1,1.0,848.0,0,0,Education,66400.0,24,12.25,17780.0,,0
CUST102524,2025-10-07,48,Male,Single,High School,0,Tier 1,Salaried,755531.0,0.2,3.0,672.0,0,1,Education,112000.0,24,6.54,27240.0,,0
CUST107655,2024-09-13,34,Female,Single,Post Graduate,1,Tier 3,Salaried,554720.0,0.4,3.0,655.0,0,1,Personal,83100.0,24,12.3,20159.0,,1
CUST105977,2025-09-19,45,Male,Married,Post Graduate,0,Tier 1,Salaried,338956.0,7.2,3.0,567.0,0,0,Home,298700.0,60,14.03,12131.0,426795.0,1
CUST108826,2024-07-29,26,Female,Single,Post Graduate,1,Tier 2,Salaried,700388.0,1.9,1.0,708.0,0,1,Personal,83700.0,12,7.03,15755.0,,0
CUST106627,2024-11-05,54,Male,Married,Graduate,3,Tier 3,Salaried,204325.0,0.7,3.0,782.0,0,2,Home,74700.0,36,12.57,4769.0,103285.0,0
CUST100946,2024-02-03,21,Male,Married,Doctorate,2,Tier 2,Salaried,288721.0,7.5,1.0,657.0,0,2,Business,355800.0,36,14.61,11370.0,,0
CUST105232,2024-03-11,26,Male,Married,Post Graduate,2,Tier 2,Salaried,625779.0,6.3,0.0,690.0,0,2,Personal,50100.0,36,6.5,27393.0,,0
CUST101462,2025-05-04,36,Male,Single,Graduate,0,Tier 1,Salaried,379040.0,3.2,2.0,787.0,0,0,Personal,129900.0,12,12.42,16195.0,,0
CUST101945,2025-08-15,34,Female,Married,Graduate,0,Tier 1,Self-Employed,389687.0,1.1,1.0,633.0,0,1,Education,297600.0,60,9.96,17453.0,,0
CUST106222,2025-04-14,37,Male,Married,Graduate,2,Tier 2,Business Owner,1680175.0,0.6,1.0,587.0,0,0,Personal,137700.0,24,15.11,79165.0,,1
CUST105255,2025-03-02,26,Female,Married,High School,1,Tier 2,Self-Employed,1500101.0,,1.0,625.0,0,3,Education,98800.0,60,11.49,55935.0,,0
CUST108212,2025-09-15,29,Male,Married,Doctorate,1,Tier 1,Business Owner,728804.0,3.4,3.0,762.0,0,1,Home,342000.0,60,19.22,24830.0,466328.0,0
CUST109349,2025-06-08,34,Male,Married,Graduate,0,Tier 2,Business Owner,916520.0,4.5,1.0,617.0,0,0,Personal,191500.0,60,10.26,30762.0,,0
CUST109391,2024-08-18,55,Female,Single,Graduate,3,Tier 2,Salaried,485411.0,0.5,1.0,712.0,0,1,Personal,100000.0,36,6.5,13335.0,,0
CUST104075,2025-02-03,39,Female,Married,Graduate,1,Tier 1,Salaried,556041.0,0.5,1.0,609.0,0,1,Home,168900.0,12,14.12,21413.0,196834.0,0
CUST102378,2024-03-18,33,Male,Single,Graduate,1,Tier 1,Self-Employed,973922.0,6.8,3.0,600.0,0,1,Business,48000.0,36,10.17,21737.0,,0
CUST100923,2024-03-01,30,Male,Married,Graduate,2,Tier 1,Salaried,931290.0,0.1,5.0,792.0,0,1,Personal,149000.0,48,15.93,41079.0,,0
CUST107939,2025-03-30,35,Male,Married,Graduate,0,Tier 3,Salaried,255379.0,1.9,1.0,628.0,0,2,Auto,343900.0,120,13.69,9464.0,468439.0,0
CUST108880,2025-11-28,21,Male,Divorced,Post Graduate,1,Tier 2,Salaried,330951.0,,1.0,464.0,0,2,Home,57200.0,36,9.17,10051.0,66434.0,1
CUST100956,2024-10-02,42,Male,Single,Graduate,0,Tier 1,Self-Employed,1442534.0,2.2,4.0,827.0,0,3,Business,216200.0,240,13.97,65743.0,,0
CUST100725,2025-11-27,36,Female,Married,High School,0,Tier 3,Business Owner,861204.0,3.3,1.0,731.0,0,0,Personal,476600.0,24,9.77,44174.0,,0
CUST100391,2025-04-21,43,Male,Single,Graduate,2,Tier 2,Self-Employed,473365.0,1.3,2.0,591.0,0,1,Education,212800.0,12,8.4,18616.0,,0
CUST109558,2024-01-07,32,Female,Married,Graduate,2,Tier 1,Salaried,594323.0,2.7,4.0,375.0,0,0,Auto,112000.0,48,13.88,27412.0,161981.0,1
CUST103556,2024-09-28,45,Male,Single,Graduate,0,Tier 3,Salaried,738716.0,2.3,3.0,,0,0,Education,263200.0,48,16.45,25785.0,,0
CUST104371,2025-12-18,32,Female,Widowed,Post Graduate,2,Tier 1,Salaried,791334.0,1.1,2.0,816.0,0,1,Auto,331000.0,60,16.19,39455.0,465324.0,0
